클러스터,00시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
136,23054,84493,76495,85865,94288,97507,106389,117371,132913,165894,145122,113124,111269,107654,68453
137,56311,312366,289059,296388,315015,310288,341114,403218,420580,454779,370907,288897,279578,273257,162087
138,20221,175404,158499,159682,177553,174661,190183,219513,245859,322564,248080,184382,176193,175378,105293
139,26874,79609,71895,77872,81401,80456,92885,110592,115801,135848,123460,89242,79302,77221,53095
140,16541,83987,79623,86841,94116,86736,99366,116164,121797,132910,123102,93102,85513,79681,50490
141,49574,267359,296590,325680,350318,352698,397549,451861,452613,487705,418826,329899,298116,291754,143130
142,25465,148904,137788,145443,150841,152139,169454,204379,201248,221830,202455,151335,134028,127291,80850
143,18167,109041,90731,98424,102492,103547,113194,129496,151505,207928,148338,103577,92566,83548,45678
144,14829,84367,74910,80545,81606,81857,90270,121214,107612,110701,107644,86534,70564,70287,46087
145,68743,246450,231919,264230,286546,275659,295350,332250,398733,526724,421377,312704,312435,308631,214982
146,35223,200310,182354,198690,203704,202378,236835,275128,285005,322904,307479,231656,209118,192200,127100
147,55058,203744,184789,200268,214410,209380,237937,300110,301066,363455,280711,224408,226415,218243,126723
148,5445,55437,52798,56078,61068,56944,65903,71930,73571,85381,69637,56826,51478,51416,22115
149,16480,167667,166676,180447,193957,213985,246417,270305,323794,428606,264499,217063,205214,167227,81253
150,18346,123695,122003,123065,134309,133086,142163,168448,167140,201777,160546,126604,117362,114603,68845
151,75728,490611,441734,470939,499188,501797,562613,651827,697897,847901,703720,527986,484083,479329,272201
152,10806,54505,50653,52985,55567,55449,64348,78124,78819,88815,78841,60396,55443,55015,33418
153,81750,287585,266055,281798,326032,322169,340250,378989,450825,620585,465109,329055,343109,367509,189281
154,36632,121636,126742,138235,152998,160724,166325,170545,180357,203391,169003,134668,124374,118657,79536
155,6166,31443,27592,29371,30286,31101,39573,51010,46099,49935,48393,35878,31022,31341,19177
156,29849,207814,182211,174965,195811,196263,199215,233340,241161,240696,209297,166705,150366,156869,93702
157,11762,61696,53640,61128,61643,60846,68685,79905,88210,100591,100420,71501,63982,59672,35054
158,200606,1156292,1149339,1252472,1330246,1353035,1495627,1683657,1762601,1959009,1652845,1232921,1135796,1058441,614255
159,2627,22185,17712,19922,20799,20148,28963,40013,32752,29764,24832,17700,17734,18851,8089
160,12805,95090,86894,94300,100141,100891,112548,129069,140799,175991,150008,115454,108350,104628,57508
161,7013,41907,39981,42982,44668,44413,54966,80634,63859,65301,56828,41877,40270,43469,20662
162,30372,157626,146293,160804,161656,163600,185399,216544,230664,261884,243615,188043,176730,166498,100266
163,7061,61975,54960,61634,64779,65600,76889,100850,103740,102181,84689,63353,59046,63875,30381
164,6994,36469,35866,39639,45129,47542,57531,68795,75137,97105,61000,41907,38777,39803,22837
165,44572,319495,278975,321667,344498,328241,373702,425440,476215,574054,515044,403405,392307,399760,255573
166,44819,129671,122182,133584,148376,145533,180778,230899,228959,280740,234008,181378,197994,194505,114333
167,16128,109238,105626,119291,133251,131109,148694,178697,192992,206302,158238,118053,114377,123003,52239
169,29639,225768,211166,228629,247436,247901,281289,317667,339508,402786,335340,242320,226726,210206,121530
170,134090,988643,884422,955642,998715,985415,1108935,1316665,1454324,1809769,1462311,1101187,1030633,1045204,595894
171,13371,58211,55429,59034,62519,62533,70784,84034,84434,102246,98608,74838,69868,68075,44260
172,7040,110953,107036,111276,122369,121074,142999,172276,166315,180911,123063,95725,93746,83270,43272
174,21957,157504,141340,139242,153075,148937,167936,196497,202664,220236,181016,140512,137548,135369,90716
175,17782,108928,103088,115386,124387,120100,140130,169413,177366,199852,172669,126854,118809,121512,73337
176,11315,49781,43087,48804,50867,50464,59044,67803,67587,71604,61392,46929,43570,44263,29284
177,7908,38242,35144,37065,38314,38063,45268,55151,56876,57303,52313,36623,31108,29765,17818
178,9185,56624,49880,56163,58561,56822,68617,87736,85619,96800,80712,57263,53970,56728,32790
179,46326,141106,128643,145814,149687,150824,167307,204077,222219,291585,228552,173312,171214,170385,93340
180,58854,291698,283244,305585,333348,337293,373919,435635,472142,582928,499994,365637,344131,360411,199738
181,7963,48992,40757,46852,51069,45015,55331,71033,68363,75922,63337,47742,44606,45834,28271
182,6197,41020,35473,42527,48235,44464,44196,50285,57957,69037,53653,41725,40260,41714,25149
183,18575,160131,148228,159854,167269,169070,187299,205151,249465,311374,260196,183198,180380,134603,79802
184,39922,247287,260153,276639,306453,323457,328701,320755,323163,352957,238255,155996,139000,125427,71191
185,82581,265470,247229,273253,277343,275633,316181,389788,391801,448714,425040,330717,309426,310393,206830
186,19536,150048,137583,146397,152492,152721,167180,207810,223909,292813,226035,162679,148172,147521,81248
187,20449,156341,139610,148657,158792,159042,179376,206370,228019,299070,230804,161383,149447,144192,77908
188,7815,53866,48419,50357,50689,51470,60099,72096,96566,124397,96232,65002,65328,54046,29855
189,2007,35466,25534,27587,28515,23077,32452,30817,39759,48542,32414,27014,27309,23332,15116
190,16903,99383,93585,101364,107815,98665,109917,130960,129240,145011,127303,96207,93852,91059,50893
191,34727,226685,211579,232382,236721,241461,281695,354326,344932,419485,359061,265918,251023,250209,145918
192,50982,262959,245362,263536,274704,283243,314483,372613,402862,453885,373556,289300,276873,265262,154361
193,57215,384798,345216,369836,387828,376943,421731,487808,541429,637426,490404,368579,339522,331392,187361
194,7562,36719,33924,36682,38850,39989,48775,61927,53417,72849,53205,40602,41107,40104,24380
195,21891,97186,97374,97498,103183,102449,111412,126008,140371,168425,149701,111264,105993,104323,68439
196,142248,841644,894337,957495,1014703,1004066,1094705,1166057,1366081,1604474,1059426,841524,815301,733442,424285
197,11485,71550,67555,78423,79796,79207,89344,104022,108624,132852,98295,72987,70660,67662,36686
198,25852,102226,98207,108073,114117,108442,122721,153409,167712,198161,189858,139872,131336,148739,88810
199,9809,69491,63836,69905,74108,71264,83390,97290,96509,110193,97051,72623,66972,65732,33793
200,20566,111362,120022,120459,134350,138924,152138,175051,182368,180434,170318,124517,107743,96403,55635
201,13063,90486,84077,92363,95742,96076,105903,120325,133768,161905,136874,101601,95542,92940,55341
202,42079,193870,188735,203978,217028,211593,225884,254108,296563,386416,323069,239189,220772,209824,125708
203,37912,238690,213817,226901,243672,236931,262245,310482,337958,405360,350450,250183,231964,233899,137195
204,8322,26873,23736,27195,28981,28030,32381,42964,40307,44784,45358,30569,27810,26418,16383
205,49883,294388,266779,274121,319092,324599,354049,372047,445064,645137,456944,329191,315098,301064,135787
206,7321,34982,37899,35853,36227,36166,41314,51206,51748,54839,47419,37665,36643,38920,24774
207,117396,525068,507788,575850,633324,612083,667881,753274,819104,913383,720342,573670,588140,595048,339893
208,10534,96480,91417,101956,99348,95224,117062,173315,179480,205194,181790,121335,121342,97309,57065
209,4130,17399,17841,19333,22112,21533,24983,27024,28558,34082,26912,19870,18837,19565,11158
210,241,1681,2015,1719,1792,1728,2748,5825,5485,3863,2210,1417,1326,1223,736
211,61889,296483,275218,285668,319136,319485,359927,426858,464597,617764,452089,360922,370282,354198,213094
212,20898,143078,130301,137514,155745,150972,165376,189221,203962,241158,198494,146706,144171,146770,65527
213,46744,304439,283719,302117,320824,313775,356709,420994,446781,505088,431129,323680,304036,294490,165597
214,17578,87940,80330,89269,90851,88832,101257,122718,129111,142713,140511,104550,94086,88895,56931
215,5801,27865,26712,30469,30996,28008,34954,45399,40359,43202,39059,29471,26507,24402,13922
216,462,12838,11269,11409,12111,12682,13507,16289,14404,19823,12744,9204,9040,7532,2894
217,51406,260012,266240,277144,310858,309795,329692,365759,421200,481957,320907,259435,278820,250585,134706
218,6481,21931,19523,21819,22825,23857,29740,43148,49293,50062,38842,31802,29542,26117,14330
219,28365,121012,111375,120316,124921,122390,138337,163516,172828,194794,175134,134212,116116,109619,69174
220,56555,330613,299708,347423,358638,346110,395403,470090,506127,550726,523281,368493,337680,306908,175876
221,12674,55311,50262,55453,58869,56646,66581,82506,73127,76504,73835,59014,49988,48564,30781
222,20726,103492,93172,99984,108767,103794,120842,146685,149792,185698,159349,120206,115380,117465,67626
223,14079,115121,109388,115634,116930,119219,133590,146332,160907,172005,141143,102188,94817,82946,50652
224,25026,153901,149738,161516,169333,170249,197138,228291,229288,242178,199950,155489,141137,141885,80714
225,24873,169392,163072,180556,191919,189077,210884,244046,275932,327118,263576,204232,192369,191241,112981
226,150309,799984,705593,735420,782367,764038,834405,952080,1234176,1677041,1390757,1000811,974399,924953,572887
227,23702,183362,169040,181349,190083,193841,221670,257758,254232,263104,201327,160327,152698,147245,76583
228,19906,172469,162145,176347,182708,184660,215087,254440,253020,296404,265481,200562,178908,176993,105494
229,9858,55867,54941,56432,61786,58383,69371,104434,84568,87817,79463,56295,51766,47669,26336
230,15325,59264,58087,64669,68837,71435,79825,94709,104259,128682,96502,73965,69531,64563,33671
231,50594,288031,298682,330601,373286,390929,428749,465752,508558,655903,456660,373073,339456,300029,166318
232,11305,86697,79868,88265,94817,88626,98357,124348,123829,143680,119353,88896,83938,88709,49677
233,22384,192929,173821,184812,190619,191363,203542,232790,251369,298362,256570,193828,184307,179556,110549
234,18718,121606,108210,126615,131172,123208,137961,179475,177624,206947,164706,122876,118921,115863,69135
235,2385,10878,8390,11314,10046,10351,11410,13686,18001,20075,14714,10047,9271,9289,3765
236,15752,150114,109223,108460,119105,118634,127228,131872,159357,257185,194227,127197,119449,103231,55791
237,14282,83790,78455,81520,83829,86981,96997,111151,115648,133305,127163,93223,83778,74541,50068
238,25110,171929,151749,162592,171765,164413,191830,219346,223269,255536,234508,174579,156478,154672,89937
239,31151,121065,110237,118770,121803,119013,151568,191633,170598,188231,176441,137452,126189,127561,80869
240,34,5650,3856,4318,5076,7094,7066,6598,6072,5268,4042,3152,3114,2010,1102
241,21179,101003,93959,103850,110923,101315,117784,138251,145378,166273,159884,119575,110860,103653,65315
242,17708,172374,147529,165677,173231,163222,191704,231734,234752,248019,196064,150001,147471,138743,80027
243,61687,230117,236321,258561,284158,278300,301088,341014,370410,430598,379107,293914,287015,275076,182800
244,43093,204239,194763,202703,223788,217796,230090,254032,309677,383929,266771,190595,184320,176653,109908
245,3114,31054,29471,32494,35488,35460,37953,43314,44503,50767,38766,29571,26956,25056,12873
246,47797,233070,211563,235234,249489,242066,279622,335441,349685,410181,356043,267040,254046,254465,143020
247,5758,27017,27396,25780,29130,27456,33970,55788,49486,45860,39410,29901,26507,24140,14210
248,144710,575493,554623,628368,687931,674660,760541,872561,970881,1172628,972064,756845,774851,798015,534622
249,45124,183586,166005,174969,193684,196354,213366,242805,270841,339183,284390,198444,185461,183644,111846
250,11739,122505,119911,130952,137759,146554,161744,175893,192156,252859,198523,153295,123630,110757,63623
251,24927,97764,91951,98888,104739,104618,110772,134222,143776,163078,131318,101995,101692,97948,61929
252,8898,53389,48339,56179,59752,56033,61809,79634,79616,93520,79279,58808,58223,61478,35033
253,158,2702,3284,2844,2298,2990,2737,2120,1681,1849,2186,2500,2604,2376,950
254,1292,20519,21273,22090,22293,23260,26647,31854,48418,51118,29170,18927,16132,13167,6150
255,42226,171772,180174,191089,215435,208832,215700,224759,244478,280937,212503,166676,180323,172520,95629
256,4028,53958,50886,54233,58035,60409,68985,80821,88567,115791,89336,57003,52348,50649,27838
257,67871,484018,443339,471681,499762,489913,552488,651445,694694,834817,686753,511902,481087,478678,275816
258,15742,138479,126524,130869,140152,140990,160103,182304,192406,226395,189688,141863,136554,128722,68310
