클러스터,0시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,월
138,25068,372,0,0,374,28981,96462,329989,708359,375890,217418,211906,217099,228250,218139,245614,290963,449162,689282,338028,233623,229284,190745,103685,2023-03
139,7021,240,0,0,281,15482,44141,111451,106996,79662,69534,62354,65361,65004,66488,72611,79381,75654,83377,70174,42526,33564,30026,18003,2023-03
140,5732,0,0,0,25,7541,19382,52376,73853,46638,35231,32044,36272,37181,36323,40788,50401,56063,72518,54749,34994,32471,30559,19627,2023-03
141,20735,20,0,0,267,39334,228494,400334,592787,588661,571566,616112,624590,664397,706772,775299,852433,948140,964686,703604,596360,441536,328500,132709,2023-03
145,41682,302,0,0,264,37350,93772,229546,466692,366546,233306,233906,257452,289312,282132,301828,359016,482242,707572,465434,316198,322714,291424,172434,2023-03
147,43120,1482,0,0,421,57630,208597,529531,917446,625707,455795,456394,470140,494628,502303,563287,647507,816812,1065221,686250,511876,472006,384420,179307,2023-03
149,8588,289,0,0,45,13955,80361,368824,528662,229171,131803,145691,147794,178746,184688,209529,256685,480705,549124,268417,214351,167130,110934,41990,2023-03
150,5427,4,0,0,47,8295,21723,65192,94135,51230,35178,32412,34560,35790,33749,38369,46609,52263,70201,46304,32711,30450,29396,18286,2023-03
151,6011,245,0,0,229,8955,49851,102454,279799,305391,184548,160717,151783,165168,174862,186871,213046,275611,362389,241780,167294,127275,96970,39004,2023-03
152,6545,5,3,0,106,13763,39584,107183,132065,89900,68550,63076,66448,65042,64880,72692,85257,95850,123920,92041,58905,52532,44706,26071,2023-03
153,26858,57,0,0,277,27466,102685,273486,581556,558030,295155,242841,253000,290947,289546,316711,368501,518899,715284,454200,302222,312879,273223,133036,2023-03
154,35205,711,0,0,1497,45951,105264,248340,561429,358842,307872,315651,317559,339225,370179,398904,443904,544662,673779,452862,325374,308097,243153,141393,2023-03
157,6111,0,0,0,4,12912,32127,82094,120380,69202,45099,39329,42437,43287,41374,48266,59422,70434,89411,69266,42449,38643,33256,18494,2023-03
158,1696,1,0,0,14,1625,6474,15776,26722,16933,12678,12576,14574,16095,15352,18252,22473,27409,34336,22327,16439,16184,14636,7986,2023-03
160,9601,136,0,0,56,14986,47531,89825,166769,100873,60359,54001,58215,60059,58860,67768,85151,100537,145161,98567,66638,63563,58862,33706,2023-03
161,3764,266,0,0,5,6295,19052,53430,46920,33319,28934,28451,29774,32484,30383,37459,44237,44124,50973,39440,23700,22726,22450,9571,2023-03
162,7068,0,0,0,26,13464,35140,88452,114686,63806,45681,42541,47544,45825,45807,51366,61787,74638,105086,80779,53087,42927,39669,24438,2023-03
163,5152,15,0,0,72,8885,39958,117943,120642,74715,62260,55877,59000,60697,61569,72712,91497,105972,101784,70262,46093,40450,39895,18021,2023-03
165,24738,3522,0,0,4862,31492,60020,168551,267496,201898,138320,114070,123966,135867,127200,143883,163974,209740,285061,219365,147980,144559,139197,80072,2023-03
166,3377,134,3,0,16,3534,22319,53659,79381,51944,40420,39240,45986,45694,42003,43401,55302,62187,78694,49785,32948,38950,27659,14323,2023-03
168,8425,0,0,0,47,11731,37961,85559,110687,68342,56101,51812,56253,58391,53473,66173,77993,82425,97823,75359,47593,43994,36785,20677,2023-03
169,3144,44,0,0,225,4999,17869,43891,62965,44015,33045,31825,32941,34572,35984,39934,46279,55543,67821,47507,33026,29557,26142,12925,2023-03
171,5351,28,0,0,51,10789,28117,61016,72452,51264,41366,36229,39301,37926,38816,41972,46820,52538,65807,58783,35879,28986,25676,15924,2023-03
172,2669,49,1,0,56,4424,21081,62447,162290,120981,88051,88252,88927,96478,98701,105642,115498,131592,160767,76238,54121,50999,38219,15867,2023-03
173,11999,820,0,0,343,42696,88346,210870,290493,182698,138205,142001,158303,160457,157439,179055,210613,226221,276299,186964,126406,111502,96253,56521,2023-03
174,7652,152,0,0,40,4507,12320,29582,82728,55002,70466,46886,41906,54631,41890,57102,70063,78273,79073,47306,37930,40771,40810,26846,2023-03
175,10688,93,0,0,2215,19882,55231,114982,126153,86629,73570,71517,79140,81713,83435,92255,107538,119831,148115,111819,71740,62838,57254,32413,2023-03
176,7264,0,0,0,90,15064,40342,118244,116551,63571,45480,40055,42540,44267,40438,49511,64130,72239,96632,76642,42043,39845,37862,20334,2023-03
177,14960,10,7,0,288,30293,70176,174944,206972,135654,100940,98208,110143,105839,103986,119189,145183,154575,204361,161984,102006,90874,80565,49220,2023-03
179,6746,1,0,0,33,15261,52762,166416,331793,168915,89398,79636,84572,88682,91190,102279,121342,197622,274516,139238,94070,77836,65270,30434,2023-03
180,18913,138,0,0,19,27070,88085,286784,400174,253942,172064,167648,174125,186010,185276,200863,245919,316866,447269,280347,194968,171837,152429,69551,2023-03
182,6296,0,0,0,54,5943,9592,18438,41891,49963,30018,27478,33069,36994,34779,35958,44158,56606,70279,48359,36350,35935,35993,26076,2023-03
184,8697,121,0,0,51,12662,63446,176190,411573,245134,205380,230867,236913,245470,255379,253171,269254,363463,428301,210158,134090,116874,83400,40454,2023-03
185,28412,20,14,0,538,56944,126858,318510,380236,257302,191238,186400,209948,200886,198002,223866,272318,288284,382324,307510,195706,174474,154388,94200,2023-03
186,3712,587,0,0,166,16218,23472,57355,74836,45609,29836,27767,28870,28658,28222,32075,40617,49457,63057,44205,27924,25407,23169,11996,2023-03
190,5133,0,0,0,11,11857,31324,87544,101368,53135,38012,36729,41664,37464,36464,37905,51479,56690,68341,60189,36514,33288,29822,17380,2023-03
191,12374,118,0,0,34,20672,49416,146371,256872,140321,93164,87280,92021,93088,96163,103387,120110,148351,217179,133165,86257,76020,65805,37503,2023-03
194,8888,1,0,0,116,14714,46695,148832,215713,102566,69741,61585,65303,68819,65382,76001,90468,123034,164629,93656,62806,55270,56090,29110,2023-03
195,20606,3249,0,0,304,37934,66697,160460,245010,155930,113093,123932,117710,119841,119950,129731,156382,185958,235031,180449,114842,103008,91385,56316,2023-03
196,21853,318,4,0,914,49276,196313,561924,1343071,699871,428623,457716,465742,503143,500835,565967,631589,850869,1252188,578465,432801,370228,273059,123746,2023-03
197,4967,1,0,0,24,11293,27794,74624,115992,70963,52645,51187,59052,65240,60062,67653,80727,88898,121787,80892,46988,43163,53961,22375,2023-03
198,10897,1038,0,0,118,23621,68956,165293,153946,100491,77775,72906,79302,75788,74667,81117,99014,113527,136395,117729,74998,67338,62407,37630,2023-03
199,3275,0,0,0,9,7599,25291,63285,87525,55333,44682,38023,39014,41201,40879,43529,52102,60368,79730,48535,32425,33975,30859,14416,2023-03
201,14005,114,0,0,179,21314,54574,132967,248457,146781,101465,96227,104714,106172,106806,118419,138520,166924,223134,159801,107224,99031,89835,53251,2023-03
202,25808,2262,0,0,170,35966,79788,191400,347492,209794,130050,119258,128424,136800,134384,147580,176258,234976,344560,229494,154480,145020,128540,75742,2023-03
203,3664,7,0,0,15,6853,18828,47324,50237,31593,27404,25141,25390,26858,25914,28660,37516,35478,53455,40705,24281,20670,20929,10514,2023-03
204,10143,0,0,0,31,12381,45177,121744,130558,76736,58843,53794,58230,57102,58388,63928,79444,100990,128143,110534,68661,58185,52887,32994,2023-03
205,8655,1190,0,0,121,11876,56621,188581,442601,323931,165431,139147,141334,165669,167111,183375,213119,325459,449230,230690,157517,141230,93161,33030,2023-03
207,31164,178,0,0,117,30666,87539,232678,473285,376118,316819,281726,300818,335273,317364,337224,390975,482433,539453,354448,263463,259018,241877,138151,2023-03
208,6168,1186,0,0,365,15793,34654,98964,118203,68122,42020,40904,45029,43026,42326,49458,68264,75365,91960,66870,42208,37172,31663,19877,2023-03
209,1193,345,0,0,21,1844,5832,12681,17457,12341,11483,11120,12119,12342,13050,13642,15425,16565,18340,10374,8006,6541,5539,3055,2023-03
211,55112,2656,0,0,551,65588,246685,587497,956660,671551,439119,443943,464380,457401,471019,507436,610461,866500,1145806,722776,503482,503374,449835,251600,2023-03
212,19034,18,2,0,240,25546,102428,249724,557388,474646,277402,259008,255802,285772,302122,307366,327288,486936,645156,336614,250376,247662,214274,87924,2023-03
213,1718,0,0,0,1,2545,8070,20229,27000,13633,10086,10225,12001,11193,10613,11240,14086,16520,24332,18731,10645,10150,8988,5742,2023-03
216,8633,4,0,0,113,15236,91542,226746,454949,292071,165479,152287,138060,159379,158918,172191,201981,302845,421976,218174,150846,139102,102757,43227,2023-03
217,19352,82,0,0,487,24318,88117,241710,514133,459833,419309,478080,520790,528088,550333,567874,612937,704483,831866,463806,333072,333147,248770,119165,2023-03
220,16802,40,0,0,1019,34819,72409,173668,255951,149270,99483,91779,105486,102209,99600,112543,142604,161270,214334,181478,110428,94113,87111,48649,2023-03
225,48699,875,0,0,3758,50291,128468,332128,670276,438864,330912,285326,346989,354425,355268,388470,477752,596129,740169,486525,350425,349799,323804,182107,2023-03
226,18783,249,0,0,266,43634,76321,235089,448652,281856,137643,111598,119895,132014,125311,137278,167084,253429,403535,256581,162944,150008,133846,74706,2023-03
227,2205,771,0,0,171,5825,11493,33409,40820,34630,33545,28141,28858,30251,30090,32881,35101,33781,36089,23253,15835,13366,12051,6210,2023-03
228,2234,0,0,0,36,3595,10443,33664,44700,24223,16871,15813,17236,17445,18308,21165,27292,29268,38300,27739,17394,15305,13240,7407,2023-03
230,17673,166,0,0,86,25044,92312,235180,454440,241486,145151,141823,148583,161865,162145,180674,220551,338602,429979,245779,161638,144808,123048,61252,2023-03
231,2551,0,0,0,9,4070,11945,40441,76959,40156,28831,29658,35482,39221,35861,37948,43084,53156,77958,39924,26780,24530,20926,11527,2023-03
232,2625,12,0,0,9,3376,9939,34337,68384,37506,34701,26461,29304,34998,27888,31194,39819,47755,56159,33658,23802,23672,23704,11962,2023-03
233,8379,1,0,0,7,14587,35932,84428,139405,88096,70569,61084,62508,62447,62941,66439,79127,94096,125178,81555,56538,53926,47179,30184,2023-03
235,1749,0,1,0,19,6454,19085,42044,59987,39414,24353,19200,23812,22321,21038,25288,33907,46352,56513,36021,23519,20026,18321,7656,2023-03
236,7698,0,0,0,90,9441,60893,136318,404037,347978,158518,110063,108206,124388,124677,134743,157095,230079,390158,215320,121101,110471,82042,36908,2023-03
238,9013,0,0,0,24,19165,41946,115511,178287,101349,84965,74795,67685,74286,73532,75728,98117,107626,140687,103889,61178,62900,50700,32240,2023-03
239,1403,0,0,0,0,2643,5880,17496,17136,10810,8574,6582,7512,6880,6867,7869,9563,10696,15151,12883,7924,6543,6173,3973,2023-03
243,37326,543,0,0,456,70620,186163,414488,611467,385766,286736,286775,302897,328034,326568,367031,425871,524019,671156,455416,310125,265298,219839,118652,2023-03
244,8200,506,6,0,1142,30094,51688,131360,269754,166008,122824,121424,128998,138224,133128,143162,160356,196362,245962,129686,87186,79916,64278,37284,2023-03
245,2607,22,0,0,97,4184,18511,43715,68191,50995,41744,41442,45491,49837,49233,54701,63361,68673,73603,40947,29765,25958,20643,9814,2023-03
246,21396,860,2,0,436,54384,112172,296824,380336,209688,138656,130806,142152,141126,135422,159486,187944,223402,329638,254410,166690,153718,129636,77968,2023-03
248,36109,2033,0,0,1473,37495,60952,134764,254247,269417,205376,228379,262880,294639,291222,325723,383807,463418,555861,424288,323488,338136,313843,180047,2023-03
249,12728,4,0,0,87,17598,51396,126077,211534,207991,124648,106986,114565,122483,124101,136340,156874,202821,276500,189934,117888,113267,97604,50801,2023-03
251,3114,1,0,0,8,5423,13612,32673,47082,30387,23509,24211,25911,26322,26536,28513,34215,37422,47772,31951,20544,17672,15470,8094,2023-03
252,3517,22,0,0,13,6337,15248,42812,44204,25883,18445,17647,19419,18684,17414,20468,24778,31581,41818,32259,19191,17909,14910,10224,2023-03
255,45528,599,2,0,529,35818,169916,514069,1360474,859947,617252,618973,645073,668865,685975,729142,813474,1119755,1531187,783548,569932,554253,450702,240568,2023-03
257,22899,358,2,0,99,33570,106101,331708,716771,343557,200716,192899,205960,218062,215878,230123,273519,380730,651891,307895,204795,191508,157839,87941,2023-03
0,10052,230,0,0,105,15858,59320,145319,149365,96385,77307,70103,73216,74738,75094,83178,98616,111863,138608,109039,69745,62127,53852,30892,2023-04
1,15736,990,2,0,238,29522,76257,182120,378711,249863,177713,169692,165177,178486,177181,184766,220403,261018,356592,212319,151800,140964,117533,60738,2023-04
5,3858,0,0,0,1,8042,27736,74254,84159,48038,38824,37697,40236,40989,39889,45540,54788,59205,73749,55181,35273,31227,30454,16521,2023-04
6,3176,1,0,0,25,4180,36199,94535,200086,122114,83824,72709,76425,84658,85063,90211,108194,150380,192362,102180,69990,59588,45588,19038,2023-04
7,6471,3,0,0,22,12711,37320,105807,199971,107826,69984,68086,72531,74895,67750,74942,85714,120928,179589,98921,70453,67034,56679,30950,2023-04
8,6189,78,0,0,27,10391,50130,102036,161348,121925,102873,91341,93162,94117,92247,105371,114590,137026,169004,122186,89564,72624,61169,29671,2023-04
9,4445,3,0,0,88,10429,29347,81105,96772,59260,39485,34903,37350,36054,34110,37510,45740,55736,81898,62837,40212,34561,30463,16649,2023-04
10,3157,91,0,0,29,9373,24363,63033,75912,41411,26022,23248,26564,25937,25419,29250,36287,43355,59596,45946,27843,22863,19491,11961,2023-04
11,7292,225,0,0,45,13466,44087,123877,130012,72192,50985,47218,48508,51019,45179,52088,62524,75629,93256,75896,46658,40613,37038,22353,2023-04
13,3411,0,0,0,3,7949,17568,43741,52699,33253,25233,24794,26965,27573,25872,26992,33332,35498,50234,36193,24294,21665,20540,9297,2023-04
15,3131,50,0,0,17,4600,12720,33825,59703,31629,27803,23102,23011,28888,22269,27144,35406,37894,48589,31228,22173,24123,21584,12351,2023-04
17,13022,376,0,0,119,20519,54831,146021,246221,143922,94305,92192,97761,100432,96207,106808,125083,179854,255008,158202,113245,111039,100426,58051,2023-04
19,3095,5,0,0,14,4361,24816,54385,68721,46584,38958,35828,40962,46271,44917,48866,57877,69804,70479,47450,31438,33367,44057,11409,2023-04
20,3679,2,0,0,10,7292,18504,47407,73355,48181,31680,29521,29475,31049,28537,31528,36171,42350,57563,41241,28785,26368,22275,13207,2023-04
21,11500,11,0,0,143,25517,60733,136450,180422,121240,89646,88853,92938,95211,95356,103338,124544,143092,192189,149122,100953,90652,81281,51864,2023-04
22,5273,0,0,0,20,13352,31419,68205,96534,60575,43091,39216,42507,43592,42136,48132,55871,67318,87497,70822,43814,38905,33336,18373,2023-04
23,13115,566,0,0,111,13077,56631,143478,271289,241061,143134,123765,132131,143004,145977,154364,184307,256013,356540,219731,149588,149300,127670,69545,2023-04
25,9639,153,0,0,70,20516,60609,154509,262532,133272,88688,79512,85783,88497,84272,93283,113617,148551,226296,134783,84261,76134,65567,36762,2023-04
26,15404,977,0,0,88,20375,80268,182076,496666,317061,174753,159883,179227,203878,212728,237461,271112,369205,558384,313562,211603,187568,136377,66024,2023-04
27,5429,31,0,2,54,15713,58413,106406,126699,100415,101957,105771,108936,118486,118033,123871,123952,148549,161816,111229,74495,72969,60335,31323,2023-04
29,15177,0,0,0,2223,58570,127138,386423,804179,454925,200334,168472,176331,188392,185918,206664,269322,487559,691012,350950,210588,181435,135508,70195,2023-04
30,171608,8709,0,0,17091,302699,964952,2319166,3759561,2670588,1992254,1916658,2071487,2179621,2039532,2323736,2583605,3160863,3868585,2496713,1740076,1609912,1306326,674389,2023-04
32,8552,3,0,0,15,19730,45043,108992,138431,84959,58168,55260,59538,61326,57979,65784,78695,89492,120723,92794,58885,52832,46143,27962,2023-04
35,6312,20,0,0,11,11268,46789,91267,150537,92097,73145,70988,83457,86103,85577,98224,114783,136066,144270,105287,75502,83204,58768,25749,2023-04
41,8383,169,0,0,139,9650,25541,46320,93223,73755,58977,60414,65838,76662,76192,89095,107391,121851,142805,100032,75775,72606,65078,32539,2023-04
44,3620,0,0,0,7,6245,15678,37211,69932,56050,41238,44232,50935,54781,52072,56729,61700,71007,90502,64682,43718,39947,32714,18903,2023-04
46,1790,0,0,0,24,5828,14239,38989,45209,26017,18700,18211,20215,19010,17583,21151,26127,25727,30752,26233,15160,13818,12732,6758,2023-04
48,7432,412,0,0,20,5795,30613,67913,141762,113541,100157,106512,120207,139296,138481,142755,152252,182453,198683,129857,98385,122225,103139,43316,2023-04
49,2276,49,0,0,17,4705,21457,90368,188057,68544,40795,42634,40614,44908,44718,47371,60741,94474,140633,48626,37488,35090,25741,11735,2023-04
53,2724,4,0,0,4,2518,17069,49145,106341,81018,46025,43843,46083,50545,47743,55714,66111,96354,135957,68802,50138,46675,32833,16361,2023-04
56,12274,1295,0,0,239,18103,70969,179439,318934,211440,146533,137901,149437,161188,158484,172328,197419,244849,341191,199484,141417,123299,102236,52966,2023-04
57,2878,2,0,0,12,6053,17515,46579,74182,39435,26520,24454,25727,27528,26432,29178,34592,43106,61156,36498,24990,23649,18993,9684,2023-04
58,4220,310,0,0,134,6229,35772,90745,166261,103091,64504,62877,61726,65883,68099,77040,88324,119529,150775,78948,55483,49974,39389,16583,2023-04
59,10494,19,0,0,210,25247,62889,141879,155829,102411,76050,69551,73753,70795,67680,76939,90133,105978,139336,119552,78106,68698,62714,38596,2023-04
60,4428,0,0,0,29,11668,30048,73617,75085,43231,32991,31701,34562,32955,31607,35186,39681,43494,58004,55220,32561,27371,25365,15304,2023-04
61,2098,0,0,0,4,4435,12901,36590,62485,37154,25263,23504,25442,23817,23610,25278,27887,37703,53898,31954,20867,18449,16421,8853,2023-04
62,16007,100,0,0,181,36683,69731,169411,255277,164367,105052,94043,99788,100598,100144,111304,129561,153672,209423,161060,113316,109594,97677,57151,2023-04
63,6355,69,0,0,62,10328,48741,162992,383958,327879,157418,101433,100962,114961,109090,122919,139538,260105,333081,188307,110940,102651,72925,31231,2023-04
64,3442,0,0,0,47,6935,36629,73868,160837,110382,50173,40630,42108,44935,45630,50408,63870,90355,131909,70980,43506,38119,30130,10089,2023-04
65,63107,564,0,0,336,75921,361594,901905,1452562,1087476,823975,844514,896242,943389,959419,1073155,1222141,1478281,1796972,1213385,958792,871799,717675,323326,2023-04
66,3782,0,0,0,7,10351,22856,57700,89980,53927,45966,43957,46203,48045,48567,55625,59798,67031,81584,56281,38705,33316,27320,14561,2023-04
67,6834,1280,0,0,55,11511,38529,88171,74357,44643,33662,29547,34180,33541,31346,37809,42654,54899,74125,60850,34894,31513,26991,15494,2023-04
68,13546,858,0,0,203,18757,100013,347412,909339,502997,272647,278937,275169,306543,306609,330552,377400,582659,875861,398402,313633,278708,206268,89301,2023-04
69,5751,0,0,0,6,6703,17447,47400,85283,56344,63353,47637,40562,49491,48869,45008,61931,68727,75423,53697,39317,38764,36165,23421,2023-04
70,15864,1679,0,0,79,16787,49928,123829,183889,134578,109285,119520,121316,124647,127370,132295,155317,182115,208101,152413,115154,109864,98608,54280,2023-04
73,8659,1,0,0,2630,29475,76642,147376,228443,185358,200058,212779,229999,246825,243625,256006,256086,235154,256473,157627,113829,98855,65519,35170,2023-04
77,15938,358,2,0,1412,98384,110004,228416,381344,266724,205740,204548,201136,202706,199018,224312,252862,300018,333704,222526,164390,174108,146876,72858,2023-04
78,3984,1,0,0,864,16749,29106,76939,109465,53569,35022,31969,35488,34930,32674,37142,46303,65680,95252,52090,38638,37077,31286,18143,2023-04
80,1886,0,0,0,8,4335,13484,31664,39876,21565,16935,16407,17683,18514,17541,18617,26881,29732,33969,26962,16172,14191,14298,6965,2023-04
81,50292,2258,0,0,821,52744,116809,252156,480424,357531,278193,274578,312855,350771,353085,384006,451841,563634,713741,522105,412923,397935,370927,215694,2023-04
82,5883,0,0,0,27,9809,32883,87385,101964,64803,48306,47381,53500,52569,49919,56147,63781,70350,83165,69812,46086,39872,35586,21048,2023-04
83,6519,4,0,0,74,18236,46624,114124,132393,94093,72292,70456,73519,75936,76758,88299,103313,110453,143945,111595,78553,62949,53495,29413,2023-04
84,2105,14,0,0,42,4216,12571,30202,51590,30762,24572,23716,25803,25994,24932,26873,30083,33162,44573,27755,18757,17777,14174,7511,2023-04
85,11249,324,2,0,230,31876,72583,187306,207136,116783,80886,77004,82399,82294,77237,89128,109047,131331,183872,132422,82557,76981,67716,41255,2023-04
87,4077,2,0,0,57,8627,23145,61838,88022,54294,37825,35196,37680,39417,38803,43152,52758,59931,78053,54366,37546,32309,28890,15481,2023-04
89,10237,7,0,0,2526,27061,59979,132731,172705,105889,82217,78191,84354,86703,82246,91162,108370,127174,163645,129221,81931,74848,65635,40217,2023-04
90,48118,1877,2,0,3798,102699,207490,451637,887241,689390,639899,695529,732667,778517,802097,827849,862829,950819,989293,675968,492038,462343,368119,214975,2023-04
92,9156,5,0,0,232,15364,49016,146361,250428,128247,64438,57175,61169,63091,59045,64735,85713,143620,223460,122546,73052,65297,56267,31122,2023-04
94,12426,0,0,0,160,24642,63780,160682,232838,166956,130366,124622,133230,142858,140282,153776,167794,183826,235398,168624,108904,96660,78534,43954,2023-04
95,12726,7,0,0,243,32122,75601,185697,281160,173973,109150,95197,107908,107333,96824,115477,143582,167084,211272,144335,94596,86515,75709,39842,2023-04
97,9685,141,0,0,172,13542,65156,186583,450653,349564,187028,143188,145951,164782,159778,174350,209823,316156,448996,231113,145917,136402,114352,46497,2023-04
98,4851,621,0,0,21,15819,35292,92398,123393,67954,43239,39370,43957,43548,42114,46416,53855,67587,92839,72565,45148,36296,35698,18375,2023-04
99,9567,0,0,0,280,24815,53071,135721,183236,102030,67798,63593,68127,69122,65364,72147,89732,108989,160613,116912,75107,69553,57527,34673,2023-04
101,7734,22,0,0,30,6602,32996,89848,145026,81618,62470,67446,75418,81806,78074,84650,102006,135260,175570,95800,71652,71218,63830,36118,2023-04
103,8690,415,0,0,105,16777,36567,96796,146270,98374,62638,56802,59966,62450,59150,66754,75064,87262,121857,93832,63807,59312,52902,29943,2023-04
104,5042,1,0,0,219,25234,41442,93411,112536,71666,55151,54874,59303,62064,60989,66467,77056,89932,111531,84522,51154,43182,34551,18996,2023-04
105,4316,3,0,0,4,5261,23111,50541,110559,87201,58294,50726,54336,54162,57557,59415,68245,85019,107336,59325,43445,41171,38524,17834,2023-04
106,11737,595,0,0,135,19567,64069,191125,365755,185922,115079,106728,112650,123225,119570,125954,150590,210097,306317,148110,102092,96366,80323,44705,2023-04
108,29468,1402,0,0,520,46668,109524,249206,351886,278032,222524,224796,251290,261470,259948,280474,315906,361562,445684,347762,241788,205916,185112,102036,2023-04
109,10918,147,0,0,26,13518,36683,106567,168763,118109,76741,63830,70948,72332,68263,74574,86595,108463,153091,114784,81279,77624,71952,43347,2023-04
110,4782,195,0,0,243,14875,54567,129697,190574,123990,103671,84569,104088,96232,83843,112821,129869,156798,191793,115876,93854,74594,71914,30627,2023-04
114,7210,281,0,0,21,15474,42531,97499,116731,63790,49272,48134,52880,50543,49251,56892,66536,73761,98274,72883,47449,41027,36942,20903,2023-04
115,27278,429,1,0,222,43384,92372,222362,327513,222067,141860,130814,142045,144262,141111,158278,182518,223413,323046,262531,182204,174072,161868,100990,2023-04
116,2386,0,0,0,23,4760,14676,37394,53162,28850,20311,18565,19923,20109,19302,22052,25160,30138,41808,27389,18824,17024,14821,8084,2023-04
119,3590,76,0,0,42,9949,20753,47487,69929,38013,27041,25142,27939,26950,26134,28965,36384,42377,56621,45139,28000,24808,22280,12484,2023-04
125,10377,11,0,0,147,31595,75451,177682,222022,148798,113945,115471,116397,119339,122242,137578,159458,174689,219237,168121,115020,94683,82497,46040,2023-04
129,6325,4,0,0,19,12613,42379,105204,122320,80256,60673,58655,58820,61587,59777,63373,76909,92498,117003,83068,55648,51811,49748,27068,2023-04
131,1770,0,0,0,3,5381,22270,35493,48708,29220,22779,21832,23622,25950,24595,28346,35926,42471,51707,34025,19822,18881,16528,8641,2023-04
132,5325,6,0,0,91,7656,57600,140378,279598,152228,90555,83072,82045,93713,90358,100760,118887,185321,266688,137893,98565,89346,64674,27569,2023-04
135,24914,2760,0,0,4059,43504,83085,206127,291695,183141,142914,136890,149832,155939,152302,165219,189947,239422,329663,216310,151770,148268,124110,77765,2023-04
136,8665,3,0,0,12,14844,39884,94946,196707,123932,115733,106764,103649,117295,118838,119294,132933,153985,169542,110492,77727,71087,62880,37091,2023-04
138,23213,304,0,0,344,28607,96085,309227,651263,356371,212031,206517,214847,225979,212611,235522,282962,429594,634897,316864,225937,221326,182670,98413,2023-04
139,6344,179,0,0,396,15243,42951,104127,102000,77138,67624,59202,63259,61880,62230,67392,73798,72471,78858,67639,40979,33043,29095,16842,2023-04
140,5052,0,0,0,27,7564,19060,48928,67942,44839,33678,31314,35384,36489,34368,38409,45505,50953,65001,50690,32784,30125,27629,17797,2023-04
141,18515,26,0,0,242,39194,230878,390920,571975,585121,565220,608086,626848,667548,705998,760869,829926,915987,933549,691376,617645,464055,334011,138105,2023-04
145,37364,160,2,0,302,36948,91268,214662,436434,354480,235480,238572,262174,294028,288018,302032,353802,458930,657494,444766,311602,315400,277868,164038,2023-04
147,38251,1289,8,0,416,56235,205828,493943,852458,601592,454301,464033,486709,516218,526236,582853,659396,807020,1023050,666316,520381,478212,378684,169476,2023-04
149,7711,256,0,0,45,13283,77727,339913,486526,219463,142600,164274,172082,197743,206698,229698,269453,468974,526973,266584,213355,166891,107668,41154,2023-04
150,4935,2,0,0,44,8186,21319,60072,87654,49416,34016,31687,34112,35297,32493,35665,43920,48429,64153,43681,31695,29245,26869,17822,2023-04
151,5635,230,0,0,264,8697,48561,98598,259944,290017,176528,158394,149064,162299,168494,183012,204696,259671,336465,227708,160608,120927,90258,37501,2023-04
152,5744,2,0,0,136,13555,38915,99737,124923,86220,66325,60992,65327,64097,63313,70174,80255,91056,114940,86705,56392,49795,42429,25015,2023-04
153,23769,113,1,0,277,25441,98883,254380,540029,520628,279912,232133,246837,281904,276450,302521,346198,487551,665911,416001,283209,292681,253133,122287,2023-04
154,30531,657,3,0,1329,41679,102153,241710,516876,343860,304917,318594,320664,338598,364194,389016,424905,517329,628104,428319,319272,302829,235245,134079,2023-04
157,5267,0,0,0,10,12516,30946,76784,112719,66233,44478,38620,41270,41324,39548,45793,55628,65126,83720,63902,40694,37280,31770,17048,2023-04
158,1565,0,0,0,14,1564,6070,14665,24955,15443,12689,12850,14549,16428,15658,17879,21768,26337,32815,22267,17426,17223,14155,8114,2023-04
160,8474,157,0,0,52,14693,44292,85002,153825,95262,58261,51473,54797,58689,56886,64468,80941,93852,134909,92430,64302,60865,55440,31899,2023-04
161,3250,200,0,0,8,6127,18368,48381,44230,31805,28405,27007,28540,31663,29484,33670,41314,39953,46364,37049,22034,22098,20625,8742,2023-04
162,6479,0,0,0,20,12660,33432,81924,107488,61569,44787,41926,46544,45917,45072,50635,59154,71326,100399,76441,51226,42597,37756,22974,2023-04
163,4742,14,0,0,81,8615,38488,108888,113489,71392,60959,55090,58375,58033,58520,67834,83120,97764,95206,64560,43714,38475,36239,17161,2023-04
165,23279,3255,0,0,4549,30068,58004,157095,245719,188038,130508,109585,120386,133054,121176,134350,152765,192201,266717,195885,136804,135724,128805,72748,2023-04
166,3355,106,6,0,26,3712,22366,52197,78355,52451,41610,40880,63565,83019,55414,65957,92981,127783,133205,82186,63357,105784,72243,18995,2023-04
168,7963,0,0,0,43,11425,36744,80652,102775,66528,55028,50101,54691,56195,52468,62258,71831,76988,91290,70851,46094,42529,35282,18469,2023-04
169,2849,42,0,0,236,4911,17785,40541,58501,42198,31511,30389,31522,33569,34507,37954,43096,51480,62594,44532,30850,28566,24392,12446,2023-04
171,4931,3,0,0,49,10487,26949,57193,67568,47834,38348,34501,37326,36333,35220,38722,44338,48789,60346,55580,34689,28022,24611,14707,2023-04
172,2585,38,0,0,38,4341,20244,57595,152657,121704,92359,91986,92955,98730,99781,107901,114188,130451,155673,76433,57694,55197,37814,15750,2023-04
