클러스터,0시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,월
233,10835,2,0,0,34,18246,39544,91936,150016,95280,63341,58974,61942,64714,61480,66860,75440,87750,124544,93193,61119,61291,56706,34063,2019-07
235,2544,0,0,0,3,6706,22622,52599,70911,40083,26758,22904,26700,24699,25575,27122,31339,43546,64947,47405,30543,27326,24951,10944,2019-07
236,10298,1,0,0,42,11587,53922,128449,426597,332978,139026,107283,104517,119022,119544,129163,135912,183366,399996,225061,128263,117939,93029,44974,2019-07
238,10319,1,0,0,81,19788,43350,116156,171396,96595,65082,60214,66627,67082,64455,66920,81314,89541,136238,110768,65476,64349,56930,36353,2019-07
239,1888,0,0,0,1,2972,6642,17253,18790,11647,8341,7604,7895,7980,7361,8311,9234,11165,14795,14172,8290,8480,7701,5061,2019-07
243,48812,886,0,0,242,78745,195104,461760,663554,431985,316073,316463,345555,374835,361763,400093,446268,549823,756214,581852,377059,330934,288198,159626,2019-07
244,10920,630,0,0,928,33772,53420,138090,313056,189144,133742,135828,141580,150042,141534,151082,160074,205468,290912,155438,102592,98862,80430,46438,2019-07
245,3494,0,0,0,263,4673,20649,47645,75928,57066,41789,41319,47263,51938,47213,51804,59470,66875,79474,49247,34033,32057,26412,13106,2019-07
246,27362,1018,0,0,356,57720,117410,327678,409808,217448,147008,136312,145930,146184,140874,159126,182380,218480,333116,293172,185650,171954,156072,93912,2019-07
248,48313,2953,0,0,1669,51467,71528,145622,275408,252199,216249,247144,300802,334557,340919,360621,404744,478303,612261,484822,370650,391840,396550,237633,2019-07
249,14669,1642,0,0,97,18647,57377,134418,249495,221932,139513,122312,137568,148230,149332,157513,178046,212853,331940,239170,146933,141077,127892,64985,2019-07
251,2967,0,0,0,10,5606,13459,32764,48019,27362,23813,21618,24874,24907,24197,24697,29040,32913,43460,38187,21683,18728,15858,9053,2019-07
252,4517,65,1,0,25,6260,15743,43292,45700,24998,19006,17989,19129,20117,18999,19600,23490,28882,42006,33402,20369,19042,18546,13117,2019-07
255,52910,743,0,0,467,39250,186182,520378,1411805,980997,679426,691677,708048,791548,774890,792103,858408,1096556,1673574,958985,641616,634391,526376,285309,2019-07
257,28092,411,1,0,210,34911,110651,328699,727573,360029,208187,198206,212821,221690,220616,225506,250253,340966,654781,340455,215982,203073,176723,99925,2019-07
0,9573,168,0,0,110,13556,47084,119556,125579,82629,67258,62216,66022,67681,65609,70189,84674,95072,118049,98235,65490,57577,51572,29885,2019-08
1,21830,1414,2,0,279,31866,76667,182318,405291,256076,175252,171550,175465,182758,176469,183463,206972,265243,366736,245196,175508,158249,138487,78771,2019-08
5,5898,0,0,0,1,7960,26530,75984,85631,49896,40926,40060,44532,45460,43721,48594,57115,60115,78275,64741,41044,36839,36695,20730,2019-08
6,4884,0,0,0,37,4483,37391,89545,231799,133356,104288,99285,104686,115009,115520,118828,133085,166974,250999,138657,94004,80371,64927,30063,2019-08
7,8793,2,0,0,21,13690,38564,102628,205400,111441,70521,67581,71050,76306,70859,75151,86524,109961,187175,110575,75395,70937,62652,35568,2019-08
8,11577,33,0,0,45,13464,65982,134095,205236,174111,148631,139813,144696,150401,146301,156738,173931,191511,249261,194389,150701,128514,113539,55267,2019-08
9,4906,2,2,0,33,10253,33107,65595,87459,49575,34617,31647,33040,32663,30908,33327,41588,48386,66938,55387,35748,32821,30049,18334,2019-08
10,4079,68,0,0,34,7981,19109,49616,62933,35589,23339,21754,23542,23739,22136,24138,29170,33997,48571,42523,26108,22711,20221,12688,2019-08
11,9351,598,0,0,28,14376,44896,133580,132317,69375,51068,47553,52831,50246,48960,52861,64394,71045,101336,85886,54042,46033,48403,30423,2019-08
13,4359,2,0,0,0,7130,16559,44955,54471,32544,24567,23163,28164,27989,25601,27559,33646,36944,50628,42657,25929,24282,24658,13275,2019-08
15,3777,70,0,0,36,4355,13674,31689,56016,31500,22103,20679,23420,26054,22605,24763,30912,39365,44255,32733,22211,22531,21307,15407,2019-08
17,16959,306,0,0,111,22122,64147,152373,265873,151089,101663,100053,105089,109712,102889,108925,128468,179218,271399,185765,129250,123677,120282,72995,2019-08
19,4014,1,0,0,35,4535,23415,57171,72456,51641,38479,39259,49603,55346,49147,52316,61534,78880,78168,58336,35906,42793,63683,15924,2019-08
20,4908,2,0,0,1,7287,18091,45756,74853,47596,32858,29517,29838,31457,29199,32084,35292,41127,60162,46355,31702,30848,26542,17002,2019-08
21,17771,0,0,0,74,26146,61135,147955,199414,134908,100003,93222,100092,103669,103971,110113,124444,145646,202655,176486,119358,109307,97136,63248,2019-08
22,6992,0,0,0,39,13328,31860,63182,93271,56561,41800,39346,41453,42322,40796,45860,53484,63965,84940,74594,47627,41531,38940,21763,2019-08
23,21485,449,0,0,35,16632,65443,156571,319413,269533,155110,142435,154267,169235,170831,181320,198308,267434,414894,292074,189286,187052,175768,99266,2019-08
25,12154,46,0,0,57,20759,58500,149503,264621,125505,86368,81124,88824,93386,87162,93907,110200,141007,226359,157067,94405,83113,74608,46289,2019-08
26,17358,1334,1,0,120,22485,76889,173513,488920,246269,131586,124556,133937,150424,152322,166448,186443,254018,460810,262738,160835,152688,126798,68544,2019-08
27,7808,127,0,0,80,20121,65655,126302,149141,116455,111541,127108,129158,141873,141534,146982,149873,175914,212053,149966,103486,93124,81682,38226,2019-08
29,20875,1,0,0,2683,64686,117619,346487,866611,457642,205188,182289,190068,202438,199508,213232,248523,423103,772677,436333,257424,235899,173850,94329,2019-08
30,211294,13866,2,0,16814,311180,891893,2067211,3447283,2474177,1905479,1950153,2100248,2173562,2033593,2249066,2463183,2839103,3719314,2638516,1870241,1657816,1443737,811267,2019-08
32,10477,1990,0,0,14,21224,46645,108368,142877,82329,61084,55235,61523,61310,58563,63026,78361,89089,122086,99540,68364,59995,59243,35533,2019-08
35,8320,8,0,0,16,9938,40137,83801,138327,83854,62929,63732,71472,77854,77861,87084,101481,123483,148781,101509,74620,99122,79717,41169,2019-08
41,19467,0,0,0,14,21022,54001,48979,90684,72512,54499,57160,68503,75574,75825,84378,113358,137103,164882,135971,99877,105389,105505,72118,2019-08
44,4839,0,0,0,13,7246,15669,36382,73413,56416,40529,39785,47258,48733,49083,49694,58178,64346,90843,68617,44769,39079,36661,21285,2019-08
46,2765,1,0,0,8,5727,13548,34246,43871,26075,20282,19219,21570,20213,19549,21219,24595,26666,31339,27856,17254,14390,14736,8623,2019-08
48,11895,149,0,0,23,6868,29404,65806,156543,125381,113025,115847,139411,165664,161138,166104,185478,209970,253105,175271,119485,138152,139508,62947,2019-08
49,2843,38,0,0,13,4926,24336,69473,179039,64026,41087,43150,44050,47754,46665,46685,58090,77896,148629,54248,37434,35834,28090,13521,2019-08
53,2641,1,0,0,1,3044,18929,42996,119967,74518,40568,40604,40674,46452,45493,51889,60298,79203,132595,71884,48319,41997,30199,14932,2019-08
56,18374,538,4,0,227,20640,76613,172522,331042,226122,158720,152593,162301,174888,171358,184520,203922,249745,381098,247655,164430,153851,135458,76219,2019-08
57,3576,0,0,0,11,6111,16214,44932,75095,38234,27476,25500,25741,29882,27957,29199,34058,42332,64028,41503,27180,24344,22716,11146,2019-08
58,5125,484,0,0,119,6399,33080,79073,167789,106389,60006,60313,59490,62961,63170,67652,77726,103757,156879,88365,54947,53326,44413,21595,2019-08
59,16152,2,0,0,90,25955,66024,152171,175112,109412,82280,75022,78825,78847,76307,80821,93462,110783,150430,137549,91340,80476,75526,49246,2019-08
60,6096,7,0,0,30,10999,25775,69638,67321,40833,32205,31406,33713,30975,29807,32963,36272,40631,53377,52479,32574,27342,26430,18442,2019-08
61,2404,3,0,0,9,4406,13148,35217,66882,37992,27013,25861,27694,26288,24227,26902,30630,37412,57638,35198,22831,20849,18098,10562,2019-08
62,20642,25,0,0,232,43138,75654,181832,295781,183498,117766,105367,108823,110651,108467,118237,132472,164024,236406,192279,131041,128724,124000,73455,2019-08
63,8593,0,0,0,44,12544,48048,142691,397785,303831,140815,111777,113272,134765,123924,140336,152620,234707,373874,203560,117083,114378,89358,41342,2019-08
64,5357,0,0,0,17,7378,33833,72452,176433,115633,51091,44341,42937,46231,45425,53173,60066,80315,136664,85754,50994,46714,38973,14860,2019-08
65,86029,659,9,0,359,82786,351923,913857,1561181,1216571,882599,914492,978257,1033683,1032216,1129072,1267778,1502619,1996052,1444731,1086316,981949,874167,424371,2019-08
66,4906,0,0,0,1,11142,23292,56787,90817,52537,38458,36487,41416,42742,40504,44942,50980,60634,80805,62788,40159,36317,32196,18161,2019-08
67,3391,1107,0,0,12,8474,45157,80830,70297,35618,26975,24213,24037,23391,24792,25985,39428,53404,51806,49867,27590,23456,21620,13743,2019-08
68,19205,1184,1,0,271,20431,102235,341272,985852,502122,313550,352229,348377,410138,401273,418762,464928,615072,1043366,527894,401987,381664,280460,131621,2019-08
69,6802,1,0,0,46,7376,18303,46524,73930,53924,34815,31502,35465,37900,34767,37355,44972,54757,69246,55545,36616,35645,34627,23458,2019-08
70,20240,1119,9,0,117,18499,51080,129488,186831,144188,112642,110779,127165,134934,129235,138177,158469,185265,226717,173286,124459,117465,116576,68231,2019-08
73,13719,3,0,0,2861,33016,72393,155825,241396,224544,218936,250904,274633,284020,278971,291924,293244,289933,294393,213151,151074,111047,94629,53728,2019-08
77,23914,316,0,0,1492,118362,122370,248596,429238,317362,235178,224520,226514,233302,221860,240036,265474,346394,417272,297916,218818,231884,211964,109220,2019-08
78,5260,20,0,0,807,20138,28621,66279,106693,49923,32244,29015,31929,32307,29543,32623,40741,56707,93582,52847,36672,37011,32203,19496,2019-08
80,3289,0,0,0,0,4971,11428,36215,40637,23986,17749,17307,20622,19767,17629,20024,26030,28657,37791,30018,18853,16872,17632,8967,2019-08
81,72339,3457,0,0,938,64311,131529,269992,501408,381184,288641,305398,370758,407272,409524,445259,505935,635658,849500,670387,502826,494965,481546,292216,2019-08
82,8665,0,0,0,28,9758,30552,89691,102053,64321,49894,49233,55965,56063,53105,57837,66600,73070,89454,82251,51710,46465,45244,27973,2019-08
83,9046,2,0,0,64,18228,48484,118156,144953,105645,79721,76956,85602,86539,87303,97078,109889,123363,160477,136333,97294,77601,70478,42973,2019-08
84,2507,62,0,0,30,5209,13417,32292,53467,31943,25258,25339,26976,26086,24960,26876,29358,34588,46037,32117,21256,18702,16978,9410,2019-08
85,12010,584,2,0,69,36750,68730,164746,197350,112999,80803,73746,76705,78765,75808,80788,98277,123773,164138,129998,84731,75862,71745,44779,2019-08
87,5942,0,0,0,91,9002,23841,63676,91885,57514,40390,36954,40129,40414,38589,42910,50630,59295,81249,60897,41830,36864,34833,20268,2019-08
89,14409,7,0,0,2621,28124,63400,133214,171825,107626,84585,81888,87810,86466,84697,92018,105836,129619,163855,146051,93663,83536,78084,50679,2019-08
90,73104,909,1,0,3325,137894,224440,468709,1011704,773754,721382,790738,856444,928562,954423,988465,998978,1105249,1240689,908582,644494,563118,489592,320829,2019-08
92,11055,507,0,0,162,13703,41808,118736,236975,115600,58422,54019,57081,61414,57467,63732,75109,114910,215836,119620,70592,65264,56852,33592,2019-08
94,17720,2,2,0,104,28852,69908,168420,253440,177170,145214,142778,156390,170988,169668,173848,196184,216282,277258,214940,138270,121332,105216,62136,2019-08
95,12794,12,0,0,76,31050,70474,150106,217649,122809,83093,74080,77073,78132,75064,83267,99290,117625,161362,125197,80158,77102,73413,41926,2019-08
97,12331,97,1,0,137,14883,67844,178749,497283,356525,179550,153495,167110,188137,173669,186065,229364,292074,479725,255239,157607,151626,138404,57146,2019-08
98,5814,975,0,0,17,15001,33797,88621,121684,68273,42679,40891,44228,43012,42957,47447,53363,66041,95230,74568,47744,44795,39452,23595,2019-08
99,12208,0,0,0,167,27579,52853,136786,186701,104100,70286,67533,70947,70815,69453,74556,86776,108580,160755,133575,84992,76526,73383,41747,2019-08
101,7590,82,0,0,10,8988,33760,72416,140540,74784,54860,58282,65528,70516,67920,72960,81260,107004,160438,86484,60004,57268,52578,33068,2019-08
103,10741,267,0,0,93,19846,41150,98719,153847,103846,66691,61164,66246,67791,63802,70355,79105,93267,126111,104033,69267,66844,62005,36455,2019-08
104,8936,1,0,0,148,31233,49659,110358,143848,89606,66808,64818,70438,70780,67568,73571,85574,103813,137940,115834,73203,64108,55150,33857,2019-08
105,6175,15,0,0,14,7394,23366,53506,112796,82126,52262,46647,50240,54584,53053,55744,63433,79289,117997,69355,46573,46829,43991,22217,2019-08
106,16180,707,0,0,109,22299,67589,160646,390490,205298,123719,119039,122813,133748,131504,136544,160542,201065,347597,174422,116099,110672,96121,57799,2019-08
108,42124,1510,0,0,250,49992,122416,266674,369922,300134,252674,250042,277148,297994,300260,310200,353134,392500,505816,419058,296082,260200,246954,146296,2019-08
109,13639,86,0,0,66,15011,38670,105004,179799,126342,77467,67323,73874,77228,74011,78261,91211,109615,158702,129093,90133,86152,84959,54731,2019-08
110,7142,293,0,0,336,13978,49372,121272,187959,122097,102416,84904,104022,100042,81781,110008,125753,146320,198900,126453,100649,77281,78733,38311,2019-08
114,9554,462,0,0,8,15410,42774,99692,120270,65087,50724,50069,53979,54560,52288,58679,66752,74807,103537,83792,55266,48905,46441,27096,2019-08
115,41935,180,0,0,338,50865,110174,261484,405813,266068,170518,157394,168581,174685,171031,184307,210663,260683,370498,333459,230038,222729,215335,143043,2019-08
116,2779,0,0,0,1,5360,14962,38528,57027,30162,21055,19865,21525,21573,20754,22130,25304,30233,44438,31867,21038,18997,19548,9724,2019-08
119,5141,13,0,0,3,10627,21009,49004,72429,42033,29351,26509,29174,29458,28316,30566,36135,43969,60032,52158,33190,29829,28171,17786,2019-08
125,14208,2,0,0,114,31437,76390,187952,240015,165557,124625,119421,130748,132115,132304,144251,165152,185623,239534,202158,140046,116540,106956,63980,2019-08
129,7449,0,0,0,39,12164,39555,102940,121808,78252,56347,52308,57485,60864,57811,61344,69639,84608,111028,89841,59726,54612,54608,34075,2019-08
131,2063,0,0,0,2,4952,16108,35071,49633,31362,23649,23052,24913,26076,27287,28048,32980,40300,51793,38030,23848,20510,19875,10559,2019-08
132,7395,37,0,0,75,9316,56130,137795,307795,172009,99918,95531,93575,107303,105529,110704,125717,183067,297989,164657,109618,101533,81385,37486,2019-08
135,36326,3936,0,0,3863,52038,85334,212202,319257,197527,163177,160700,178140,185208,181595,194176,215396,264154,391395,281374,191990,186153,168693,107990,2019-08
136,10620,24,0,0,2,16278,40502,88656,160811,103669,74548,70482,82600,85054,81188,88072,100749,119846,151223,109333,75640,68348,63956,39289,2019-08
138,30264,1003,0,0,511,32200,92941,277316,660139,344700,200806,203479,212882,225595,215302,226035,265037,375911,673066,345100,230662,223192,198991,114374,2019-08
139,9613,1271,0,0,263,15250,44783,112347,98524,73960,64921,54819,52917,54387,54504,57306,64900,71551,80391,76376,46707,39685,36566,25769,2019-08
140,7115,0,0,0,26,8379,19420,49500,68871,41202,31091,29947,34166,34486,32483,36303,43266,48966,64509,55676,36882,32540,30595,21548,2019-08
141,32467,269,0,0,405,46186,226704,426545,680217,692354,651719,757379,808355,841617,883192,939482,1005128,1128094,1213297,934518,796479,636171,488251,227735,2019-08
145,44516,184,2,0,208,43152,117944,232014,466578,325602,233902,240168,274364,304258,301202,311288,359004,453434,686196,487036,328278,336068,322824,192692,2019-08
147,46665,1833,0,0,178,56574,199677,485296,880402,640934,463521,478336,499570,530713,528658,582524,652016,772044,1067907,743621,557659,508669,438859,212384,2019-08
149,11019,257,0,0,30,13089,76015,291554,471354,170043,97228,108914,107493,126643,124184,143008,175013,338517,499462,244396,176785,172286,139189,60610,2019-08
150,6011,0,0,0,36,8286,19674,52844,84305,47610,32300,28722,33430,32581,31332,33996,37319,43124,60786,46037,30904,28883,29766,19284,2019-08
151,6888,338,0,0,186,8429,44892,95254,267365,285567,163859,155185,150025,168770,170813,178845,192801,235412,343366,245358,169461,122536,97817,44642,2019-08
152,8001,10,0,0,106,12923,39739,93294,126965,85219,65886,61018,64530,65903,63603,70237,78115,90593,117071,93275,61415,55206,49749,30365,2019-08
153,40169,13,0,0,272,35965,110852,276691,622381,605737,333860,317946,356995,426255,394277,425921,462259,582596,874446,588025,389019,409834,411579,199241,2019-08
154,46611,255,0,0,1536,66777,115752,246210,634269,403008,362160,382881,421101,464856,485958,528093,548571,647679,828996,636768,461937,408273,351198,224361,2019-08
157,6924,0,0,0,8,13036,33163,70992,109236,65181,42615,38644,41340,40601,38709,43252,51728,59275,76894,68515,42594,39025,36958,22669,2019-08
158,2351,0,0,0,22,2186,7167,14239,24564,15791,13495,14042,17180,18154,19235,19650,25378,29749,40131,29591,21647,21212,20697,12659,2019-08
160,10953,34,0,0,40,15539,37923,85635,159478,96827,59593,54778,59056,61700,59535,65428,73054,91705,135879,100104,69813,67419,64264,39004,2019-08
161,3393,251,0,0,2,4879,18938,47414,47996,31007,27915,26949,29063,29483,27603,30141,35253,41426,46775,40706,24529,21044,21765,11230,2019-08
162,8780,5,0,0,3,13505,32487,79329,105075,61615,42445,43062,44513,45958,43056,48362,56425,67214,95428,82780,51676,48953,44415,28226,2019-08
163,5753,19,2,0,51,8719,34005,92482,109676,68620,59448,57505,60126,62071,59562,65704,76260,88662,93898,69061,47907,41661,40362,20486,2019-08
165,31339,5436,1,0,4139,34676,66618,167279,269976,207521,137712,125571,138313,154525,139913,150609,171941,207799,287759,237298,161926,158552,157744,95972,2019-08
